,entry_date,exit_date,quarter_date
1788,2013-02-11,2013-02-12,2013-01-01
1789,2013-02-12,2013-02-13,2013-01-01
1790,2013-02-13,2013-02-14,2013-01-01
1791,2013-02-14,2013-02-15,2013-01-01
1792,2013-02-15,2013-02-19,2013-01-01
1793,2013-02-19,2013-02-20,2013-01-01
1794,2013-02-20,2013-02-21,2013-01-01
1795,2013-02-21,2013-02-22,2013-01-01
1796,2013-02-22,2013-02-25,2013-01-01
1797,2013-02-25,2013-02-26,2013-01-01
1798,2013-02-26,2013-02-27,2013-01-01
1799,2013-02-27,2013-02-28,2013-01-01
1800,2013-02-28,2013-03-01,2013-01-01
1801,2013-03-01,2013-03-04,2013-01-01
1802,2013-03-04,2013-03-05,2013-01-01
1803,2013-03-05,2013-03-06,2013-01-01
1804,2013-03-06,2013-03-07,2013-01-01
1805,2013-03-07,2013-03-08,2013-01-01
1806,2013-03-08,2013-03-11,2013-01-01
1807,2013-03-11,2013-03-12,2013-01-01
1808,2013-03-12,2013-03-13,2013-01-01
1809,2013-03-13,2013-03-14,2013-01-01
1810,2013-03-14,2013-03-15,2013-01-01
1811,2013-03-15,2013-03-18,2013-01-01
1812,2013-03-18,2013-03-19,2013-01-01
1813,2013-03-19,2013-03-20,2013-01-01
1814,2013-03-20,2013-03-21,2013-01-01
1815,2013-03-21,2013-03-22,2013-01-01
1816,2013-03-22,2013-03-25,2013-01-01
1817,2013-03-25,2013-03-26,2013-01-01
1818,2013-03-26,2013-03-27,2013-01-01
1819,2013-03-27,2013-03-28,2013-01-01
1820,2013-03-28,2013-04-01,2013-01-01
1821,2013-04-01,2013-04-02,2013-04-01
1822,2013-04-02,2013-04-03,2013-04-01
1823,2013-04-03,2013-04-04,2013-04-01
1824,2013-04-04,2013-04-05,2013-04-01
1825,2013-04-05,2013-04-08,2013-04-01
1826,2013-04-08,2013-04-09,2013-04-01
1827,2013-04-09,2013-04-10,2013-04-01
1828,2013-04-10,2013-04-11,2013-04-01
1829,2013-04-11,2013-04-12,2013-04-01
1830,2013-04-12,2013-04-15,2013-04-01
1831,2013-04-15,2013-04-16,2013-04-01
1832,2013-04-16,2013-04-17,2013-04-01
1833,2013-04-17,2013-04-18,2013-04-01
1834,2013-04-18,2013-04-19,2013-04-01
1835,2013-04-19,2013-04-22,2013-04-01
1836,2013-04-22,2013-04-23,2013-04-01
1837,2013-04-23,2013-04-24,2013-04-01
1838,2013-04-24,2013-04-25,2013-04-01
1839,2013-04-25,2013-04-26,2013-04-01
1840,2013-04-26,2013-04-29,2013-04-01
1841,2013-04-29,2013-04-30,2013-04-01
1842,2013-04-30,2013-05-01,2013-04-01
1843,2013-05-01,2013-05-02,2013-04-01
1844,2013-05-02,2013-05-03,2013-04-01
1845,2013-05-03,2013-05-06,2013-04-01
1846,2013-05-06,2013-05-07,2013-04-01
1847,2013-05-07,2013-05-08,2013-04-01
1848,2013-05-08,2013-05-09,2013-04-01
1849,2013-05-09,2013-05-10,2013-04-01
1850,2013-05-10,2013-05-13,2013-04-01
1851,2013-05-13,2013-05-14,2013-04-01
1852,2013-05-14,2013-05-15,2013-04-01
1853,2013-05-15,2013-05-16,2013-04-01
1854,2013-05-16,2013-05-17,2013-04-01
1855,2013-05-17,2013-05-20,2013-04-01
1856,2013-05-20,2013-05-21,2013-04-01
1857,2013-05-21,2013-05-22,2013-04-01
1858,2013-05-22,2013-05-23,2013-04-01
1859,2013-05-23,2013-05-24,2013-04-01
1860,2013-05-24,2013-05-28,2013-04-01
1861,2013-05-28,2013-05-29,2013-04-01
1862,2013-05-29,2013-05-30,2013-04-01
1863,2013-05-30,2013-05-31,2013-04-01
1864,2013-05-31,2013-06-03,2013-04-01
1865,2013-06-03,2013-06-04,2013-04-01
1866,2013-06-04,2013-06-05,2013-04-01
1867,2013-06-05,2013-06-06,2013-04-01
1868,2013-06-06,2013-06-07,2013-04-01
1869,2013-06-07,2013-06-10,2013-04-01
1870,2013-06-10,2013-06-11,2013-04-01
1871,2013-06-11,2013-06-12,2013-04-01
1872,2013-06-12,2013-06-13,2013-04-01
1873,2013-06-13,2013-06-14,2013-04-01
1874,2013-06-14,2013-06-17,2013-04-01
1875,2013-06-17,2013-06-18,2013-04-01
1876,2013-06-18,2013-06-19,2013-04-01
1877,2013-06-19,2013-06-20,2013-04-01
1878,2013-06-20,2013-06-21,2013-04-01
1879,2013-06-21,2013-06-24,2013-04-01
1880,2013-06-24,2013-06-25,2013-04-01
1881,2013-06-25,2013-06-26,2013-04-01
1882,2013-06-26,2013-06-27,2013-04-01
1883,2013-06-27,2013-06-28,2013-04-01
1884,2013-06-28,2013-07-01,2013-04-01
1885,2013-07-01,2013-07-02,2013-07-01
1886,2013-07-02,2013-07-03,2013-07-01
1887,2013-07-03,2013-07-05,2013-07-01
1888,2013-07-05,2013-07-08,2013-07-01
1889,2013-07-08,2013-07-09,2013-07-01
1890,2013-07-09,2013-07-10,2013-07-01
1891,2013-07-10,2013-07-11,2013-07-01
1892,2013-07-11,2013-07-12,2013-07-01
1893,2013-07-12,2013-07-15,2013-07-01
1894,2013-07-15,2013-07-16,2013-07-01
1895,2013-07-16,2013-07-17,2013-07-01
1896,2013-07-17,2013-07-18,2013-07-01
1897,2013-07-18,2013-07-19,2013-07-01
1898,2013-07-19,2013-07-22,2013-07-01
1899,2013-07-22,2013-07-23,2013-07-01
1900,2013-07-23,2013-07-24,2013-07-01
1901,2013-07-24,2013-07-25,2013-07-01
1902,2013-07-25,2013-07-26,2013-07-01
1903,2013-07-26,2013-07-29,2013-07-01
1904,2013-07-29,2013-07-30,2013-07-01
1905,2013-07-30,2013-07-31,2013-07-01
1906,2013-07-31,2013-08-01,2013-07-01
1907,2013-08-01,2013-08-02,2013-07-01
1908,2013-08-02,2013-08-05,2013-07-01
1909,2013-08-05,2013-08-06,2013-07-01
1910,2013-08-06,2013-08-07,2013-07-01
1911,2013-08-07,2013-08-08,2013-07-01
1912,2013-08-08,2013-08-09,2013-07-01
1913,2013-08-09,2013-08-12,2013-07-01
1914,2013-08-12,2013-08-13,2013-07-01
1915,2013-08-13,2013-08-14,2013-07-01
1916,2013-08-14,2013-08-15,2013-07-01
1917,2013-08-15,2013-08-16,2013-07-01
1918,2013-08-16,2013-08-19,2013-07-01
1919,2013-08-19,2013-08-20,2013-07-01
1920,2013-08-20,2013-08-21,2013-07-01
1921,2013-08-21,2013-08-22,2013-07-01
1922,2013-08-22,2013-08-23,2013-07-01
1923,2013-08-23,2013-08-26,2013-07-01
1924,2013-08-26,2013-08-27,2013-07-01
1925,2013-08-27,2013-08-28,2013-07-01
1926,2013-08-28,2013-08-29,2013-07-01
1927,2013-08-29,2013-08-30,2013-07-01
1928,2013-08-30,2013-09-03,2013-07-01
1929,2013-09-03,2013-09-04,2013-07-01
1930,2013-09-04,2013-09-05,2013-07-01
1931,2013-09-05,2013-09-06,2013-07-01
1932,2013-09-06,2013-09-09,2013-07-01
1933,2013-09-09,2013-09-10,2013-07-01
1934,2013-09-10,2013-09-11,2013-07-01
1935,2013-09-11,2013-09-12,2013-07-01
1936,2013-09-12,2013-09-13,2013-07-01
1937,2013-09-13,2013-09-16,2013-07-01
1938,2013-09-16,2013-09-17,2013-07-01
1939,2013-09-17,2013-09-18,2013-07-01
1940,2013-09-18,2013-09-19,2013-07-01
1941,2013-09-19,2013-09-20,2013-07-01
1942,2013-09-20,2013-09-23,2013-07-01
1943,2013-09-23,2013-09-24,2013-07-01
1944,2013-09-24,2013-09-25,2013-07-01
1945,2013-09-25,2013-09-26,2013-07-01
1946,2013-09-26,2013-09-27,2013-07-01
1947,2013-09-27,2013-09-30,2013-07-01
1948,2013-09-30,2013-10-01,2013-07-01
1949,2013-10-01,2013-10-02,2013-10-01
1950,2013-10-02,2013-10-03,2013-10-01
1951,2013-10-03,2013-10-04,2013-10-01
1952,2013-10-04,2013-10-07,2013-10-01
1953,2013-10-07,2013-10-08,2013-10-01
1954,2013-10-08,2013-10-09,2013-10-01
1955,2013-10-09,2013-10-10,2013-10-01
1956,2013-10-10,2013-10-11,2013-10-01
1957,2013-10-11,2013-10-14,2013-10-01
1958,2013-10-14,2013-10-15,2013-10-01
1959,2013-10-15,2013-10-16,2013-10-01
1960,2013-10-16,2013-10-17,2013-10-01
1961,2013-10-17,2013-10-18,2013-10-01
1962,2013-10-18,2013-10-21,2013-10-01
1963,2013-10-21,2013-10-22,2013-10-01
1964,2013-10-22,2013-10-23,2013-10-01
1965,2013-10-23,2013-10-24,2013-10-01
1966,2013-10-24,2013-10-25,2013-10-01
1967,2013-10-25,2013-10-28,2013-10-01
1968,2013-10-28,2013-10-29,2013-10-01
1969,2013-10-29,2013-10-30,2013-10-01
1970,2013-10-30,2013-10-31,2013-10-01
1971,2013-10-31,2013-11-01,2013-10-01
1972,2013-11-01,2013-11-04,2013-10-01
1973,2013-11-04,2013-11-05,2013-10-01
1974,2013-11-05,2013-11-06,2013-10-01
1975,2013-11-06,2013-11-07,2013-10-01
1976,2013-11-07,2013-11-08,2013-10-01
1977,2013-11-08,2013-11-11,2013-10-01
1978,2013-11-11,2013-11-12,2013-10-01
1979,2013-11-12,2013-11-13,2013-10-01
1980,2013-11-13,2013-11-14,2013-10-01
1981,2013-11-14,2013-11-15,2013-10-01
1982,2013-11-15,2013-11-18,2013-10-01
1983,2013-11-18,2013-11-19,2013-10-01
1984,2013-11-19,2013-11-20,2013-10-01
1985,2013-11-20,2013-11-21,2013-10-01
1986,2013-11-21,2013-11-22,2013-10-01
1987,2013-11-22,2013-11-25,2013-10-01
1988,2013-11-25,2013-11-26,2013-10-01
1989,2013-11-26,2013-11-27,2013-10-01
1990,2013-11-27,2013-11-29,2013-10-01
1991,2013-11-29,2013-12-02,2013-10-01
1992,2013-12-02,2013-12-03,2013-10-01
1993,2013-12-03,2013-12-04,2013-10-01
1994,2013-12-04,2013-12-05,2013-10-01
1995,2013-12-05,2013-12-06,2013-10-01
1996,2013-12-06,2013-12-09,2013-10-01
1997,2013-12-09,2013-12-10,2013-10-01
1998,2013-12-10,2013-12-11,2013-10-01
1999,2013-12-11,2013-12-12,2013-10-01
2000,2013-12-12,2013-12-13,2013-10-01
2001,2013-12-13,2013-12-16,2013-10-01
2002,2013-12-16,2013-12-17,2013-10-01
2003,2013-12-17,2013-12-18,2013-10-01
2004,2013-12-18,2013-12-19,2013-10-01
2005,2013-12-19,2013-12-20,2013-10-01
2006,2013-12-20,2013-12-23,2013-10-01
2007,2013-12-23,2013-12-24,2013-10-01
2008,2013-12-24,2013-12-26,2013-10-01
2009,2013-12-26,2013-12-27,2013-10-01
2010,2013-12-27,2013-12-30,2013-10-01
2011,2013-12-30,2013-12-31,2013-10-01
2012,2013-12-31,2014-01-02,2013-10-01
2013,2014-01-02,2014-01-03,2014-01-01
2014,2014-01-03,2014-01-06,2014-01-01
2015,2014-01-06,2014-01-07,2014-01-01
2016,2014-01-07,2014-01-08,2014-01-01
2017,2014-01-08,2014-01-09,2014-01-01
2018,2014-01-09,2014-01-10,2014-01-01
2019,2014-01-10,2014-01-13,2014-01-01
2020,2014-01-13,2014-01-14,2014-01-01
2021,2014-01-14,2014-01-15,2014-01-01
2022,2014-01-15,2014-01-16,2014-01-01
2023,2014-01-16,2014-01-17,2014-01-01
2024,2014-01-17,2014-01-21,2014-01-01
2025,2014-01-21,2014-01-22,2014-01-01
2026,2014-01-22,2014-01-23,2014-01-01
2027,2014-01-23,2014-01-24,2014-01-01
2028,2014-01-24,2014-01-27,2014-01-01
2029,2014-01-27,2014-01-28,2014-01-01
2030,2014-01-28,2014-01-29,2014-01-01
2031,2014-01-29,2014-01-30,2014-01-01
2032,2014-01-30,2014-01-31,2014-01-01
2033,2014-01-31,2014-02-03,2014-01-01
2034,2014-02-03,2014-02-04,2014-01-01
2035,2014-02-04,2014-02-05,2014-01-01
2036,2014-02-05,2014-02-06,2014-01-01
2037,2014-02-06,2014-02-07,2014-01-01
2038,2014-02-07,2014-02-10,2014-01-01
2039,2014-02-10,2014-02-11,2014-01-01
2040,2014-02-11,2014-02-12,2014-01-01
2041,2014-02-12,2014-02-13,2014-01-01
2042,2014-02-13,2014-02-14,2014-01-01
2043,2014-02-14,2014-02-18,2014-01-01
2044,2014-02-18,2014-02-19,2014-01-01
2045,2014-02-19,2014-02-20,2014-01-01
2046,2014-02-20,2014-02-21,2014-01-01
2047,2014-02-21,2014-02-24,2014-01-01
2048,2014-02-24,2014-02-25,2014-01-01
2049,2014-02-25,2014-02-26,2014-01-01
2050,2014-02-26,2014-02-27,2014-01-01
2051,2014-02-27,2014-02-28,2014-01-01
2052,2014-02-28,2014-03-03,2014-01-01
2053,2014-03-03,2014-03-04,2014-01-01
2054,2014-03-04,2014-03-05,2014-01-01
2055,2014-03-05,2014-03-06,2014-01-01
2056,2014-03-06,2014-03-07,2014-01-01
2057,2014-03-07,2014-03-10,2014-01-01
2058,2014-03-10,2014-03-11,2014-01-01
2059,2014-03-11,2014-03-12,2014-01-01
2060,2014-03-12,2014-03-13,2014-01-01
2061,2014-03-13,2014-03-14,2014-01-01
2062,2014-03-14,2014-03-17,2014-01-01
2063,2014-03-17,2014-03-18,2014-01-01
2064,2014-03-18,2014-03-19,2014-01-01
2065,2014-03-19,2014-03-20,2014-01-01
2066,2014-03-20,2014-03-21,2014-01-01
2067,2014-03-21,2014-03-24,2014-01-01
2068,2014-03-24,2014-03-25,2014-01-01
2069,2014-03-25,2014-03-26,2014-01-01
2070,2014-03-26,2014-03-27,2014-01-01
2071,2014-03-27,2014-03-28,2014-01-01
2072,2014-03-28,2014-03-31,2014-01-01
2073,2014-03-31,2014-04-01,2014-01-01
2074,2014-04-01,2014-04-02,2014-04-01
2075,2014-04-02,2014-04-03,2014-04-01
2076,2014-04-03,2014-04-04,2014-04-01
2077,2014-04-04,2014-04-07,2014-04-01
2078,2014-04-07,2014-04-08,2014-04-01
2079,2014-04-08,2014-04-09,2014-04-01
2080,2014-04-09,2014-04-10,2014-04-01
2081,2014-04-10,2014-04-11,2014-04-01
2082,2014-04-11,2014-04-14,2014-04-01
2083,2014-04-14,2014-04-15,2014-04-01
2084,2014-04-15,2014-04-16,2014-04-01
2085,2014-04-16,2014-04-17,2014-04-01
2086,2014-04-17,2014-04-21,2014-04-01
2087,2014-04-21,2014-04-22,2014-04-01
2088,2014-04-22,2014-04-23,2014-04-01
2089,2014-04-23,2014-04-24,2014-04-01
2090,2014-04-24,2014-04-25,2014-04-01
2091,2014-04-25,2014-04-28,2014-04-01
2092,2014-04-28,2014-04-29,2014-04-01
2093,2014-04-29,2014-04-30,2014-04-01
2094,2014-04-30,2014-05-01,2014-04-01
2095,2014-05-01,2014-05-02,2014-04-01
2096,2014-05-02,2014-05-05,2014-04-01
2097,2014-05-05,2014-05-06,2014-04-01
2098,2014-05-06,2014-05-07,2014-04-01
2099,2014-05-07,2014-05-08,2014-04-01
2100,2014-05-08,2014-05-09,2014-04-01
2101,2014-05-09,2014-05-12,2014-04-01
2102,2014-05-12,2014-05-13,2014-04-01
2103,2014-05-13,2014-05-14,2014-04-01
2104,2014-05-14,2014-05-15,2014-04-01
2105,2014-05-15,2014-05-16,2014-04-01
2106,2014-05-16,2014-05-19,2014-04-01
2107,2014-05-19,2014-05-20,2014-04-01
2108,2014-05-20,2014-05-21,2014-04-01
2109,2014-05-21,2014-05-22,2014-04-01
2110,2014-05-22,2014-05-23,2014-04-01
2111,2014-05-23,2014-05-27,2014-04-01
2112,2014-05-27,2014-05-28,2014-04-01
2113,2014-05-28,2014-05-29,2014-04-01
2114,2014-05-29,2014-05-30,2014-04-01
2115,2014-05-30,2014-06-02,2014-04-01
2116,2014-06-02,2014-06-03,2014-04-01
2117,2014-06-03,2014-06-04,2014-04-01
2118,2014-06-04,2014-06-05,2014-04-01
2119,2014-06-05,2014-06-06,2014-04-01
2120,2014-06-06,2014-06-09,2014-04-01
2121,2014-06-09,2014-06-10,2014-04-01
2122,2014-06-10,2014-06-11,2014-04-01
2123,2014-06-11,2014-06-12,2014-04-01
2124,2014-06-12,2014-06-13,2014-04-01
2125,2014-06-13,2014-06-16,2014-04-01
2126,2014-06-16,2014-06-17,2014-04-01
2127,2014-06-17,2014-06-18,2014-04-01
2128,2014-06-18,2014-06-19,2014-04-01
2129,2014-06-19,2014-06-20,2014-04-01
2130,2014-06-20,2014-06-23,2014-04-01
2131,2014-06-23,2014-06-24,2014-04-01
2132,2014-06-24,2014-06-25,2014-04-01
2133,2014-06-25,2014-06-26,2014-04-01
2134,2014-06-26,2014-06-27,2014-04-01
2135,2014-06-27,2014-06-30,2014-04-01
2136,2014-06-30,2014-07-01,2014-04-01
2137,2014-07-01,2014-07-02,2014-07-01
2138,2014-07-02,2014-07-03,2014-07-01
2139,2014-07-03,2014-07-07,2014-07-01
2140,2014-07-07,2014-07-08,2014-07-01
2141,2014-07-08,2014-07-09,2014-07-01
2142,2014-07-09,2014-07-10,2014-07-01
2143,2014-07-10,2014-07-11,2014-07-01
2144,2014-07-11,2014-07-14,2014-07-01
2145,2014-07-14,2014-07-15,2014-07-01
2146,2014-07-15,2014-07-16,2014-07-01
2147,2014-07-16,2014-07-17,2014-07-01
2148,2014-07-17,2014-07-18,2014-07-01
2149,2014-07-18,2014-07-21,2014-07-01
2150,2014-07-21,2014-07-22,2014-07-01
2151,2014-07-22,2014-07-23,2014-07-01
2152,2014-07-23,2014-07-24,2014-07-01
2153,2014-07-24,2014-07-25,2014-07-01
2154,2014-07-25,2014-07-28,2014-07-01
2155,2014-07-28,2014-07-29,2014-07-01
2156,2014-07-29,2014-07-30,2014-07-01
2157,2014-07-30,2014-07-31,2014-07-01
2158,2014-07-31,2014-08-01,2014-07-01
2159,2014-08-01,2014-08-04,2014-07-01
2160,2014-08-04,2014-08-05,2014-07-01
2161,2014-08-05,2014-08-06,2014-07-01
2162,2014-08-06,2014-08-07,2014-07-01
2163,2014-08-07,2014-08-08,2014-07-01
2164,2014-08-08,2014-08-11,2014-07-01
2165,2014-08-11,2014-08-12,2014-07-01
2166,2014-08-12,2014-08-13,2014-07-01
2167,2014-08-13,2014-08-14,2014-07-01
2168,2014-08-14,2014-08-15,2014-07-01
2169,2014-08-15,2014-08-18,2014-07-01
2170,2014-08-18,2014-08-19,2014-07-01
2171,2014-08-19,2014-08-20,2014-07-01
2172,2014-08-20,2014-08-21,2014-07-01
2173,2014-08-21,2014-08-22,2014-07-01
2174,2014-08-22,2014-08-25,2014-07-01
2175,2014-08-25,2014-08-26,2014-07-01
2176,2014-08-26,2014-08-27,2014-07-01
2177,2014-08-27,2014-08-28,2014-07-01
2178,2014-08-28,2014-08-29,2014-07-01
2179,2014-08-29,2014-09-02,2014-07-01
2180,2014-09-02,2014-09-03,2014-07-01
2181,2014-09-03,2014-09-04,2014-07-01
2182,2014-09-04,2014-09-05,2014-07-01
2183,2014-09-05,2014-09-08,2014-07-01
2184,2014-09-08,2014-09-09,2014-07-01
2185,2014-09-09,2014-09-10,2014-07-01
2186,2014-09-10,2014-09-11,2014-07-01
2187,2014-09-11,2014-09-12,2014-07-01
2188,2014-09-12,2014-09-15,2014-07-01
2189,2014-09-15,2014-09-16,2014-07-01
2190,2014-09-16,2014-09-17,2014-07-01
2191,2014-09-17,2014-09-18,2014-07-01
2192,2014-09-18,2014-09-19,2014-07-01
2193,2014-09-19,2014-09-22,2014-07-01
2194,2014-09-22,2014-09-23,2014-07-01
2195,2014-09-23,2014-09-24,2014-07-01
2196,2014-09-24,2014-09-25,2014-07-01
2197,2014-09-25,2014-09-26,2014-07-01
2198,2014-09-26,2014-09-29,2014-07-01
2199,2014-09-29,2014-09-30,2014-07-01
2200,2014-09-30,2014-10-01,2014-07-01
2201,2014-10-01,2014-10-02,2014-10-01
2202,2014-10-02,2014-10-03,2014-10-01
2203,2014-10-03,2014-10-06,2014-10-01
2204,2014-10-06,2014-10-07,2014-10-01
2205,2014-10-07,2014-10-08,2014-10-01
2206,2014-10-08,2014-10-09,2014-10-01
2207,2014-10-09,2014-10-10,2014-10-01
2208,2014-10-10,2014-10-13,2014-10-01
2209,2014-10-13,2014-10-14,2014-10-01
2210,2014-10-14,2014-10-15,2014-10-01
2211,2014-10-15,2014-10-16,2014-10-01
2212,2014-10-16,2014-10-17,2014-10-01
2213,2014-10-17,2014-10-20,2014-10-01
2214,2014-10-20,2014-10-21,2014-10-01
2215,2014-10-21,2014-10-22,2014-10-01
2216,2014-10-22,2014-10-23,2014-10-01
2217,2014-10-23,2014-10-24,2014-10-01
2218,2014-10-24,2014-10-27,2014-10-01
2219,2014-10-27,2014-10-28,2014-10-01
2220,2014-10-28,2014-10-29,2014-10-01
2221,2014-10-29,2014-10-30,2014-10-01
2222,2014-10-30,2014-10-31,2014-10-01
2223,2014-10-31,2014-11-03,2014-10-01
2224,2014-11-03,2014-11-04,2014-10-01
2225,2014-11-04,2014-11-05,2014-10-01
2226,2014-11-05,2014-11-06,2014-10-01
2227,2014-11-06,2014-11-07,2014-10-01
2228,2014-11-07,2014-11-10,2014-10-01
2229,2014-11-10,2014-11-11,2014-10-01
2230,2014-11-11,2014-11-12,2014-10-01
2231,2014-11-12,2014-11-13,2014-10-01
2232,2014-11-13,2014-11-14,2014-10-01
2233,2014-11-14,2014-11-17,2014-10-01
2234,2014-11-17,2014-11-18,2014-10-01
2235,2014-11-18,2014-11-19,2014-10-01
2236,2014-11-19,2014-11-20,2014-10-01
2237,2014-11-20,2014-11-21,2014-10-01
2238,2014-11-21,2014-11-24,2014-10-01
2239,2014-11-24,2014-11-25,2014-10-01
2240,2014-11-25,2014-11-26,2014-10-01
2241,2014-11-26,2014-11-28,2014-10-01
2242,2014-11-28,2014-12-01,2014-10-01
2243,2014-12-01,2014-12-02,2014-10-01
2244,2014-12-02,2014-12-03,2014-10-01
2245,2014-12-03,2014-12-04,2014-10-01
2246,2014-12-04,2014-12-05,2014-10-01
2247,2014-12-05,2014-12-08,2014-10-01
2248,2014-12-08,2014-12-09,2014-10-01
2249,2014-12-09,2014-12-10,2014-10-01
2250,2014-12-10,2014-12-11,2014-10-01
2251,2014-12-11,2014-12-12,2014-10-01
2252,2014-12-12,2014-12-15,2014-10-01
2253,2014-12-15,2014-12-16,2014-10-01
2254,2014-12-16,2014-12-17,2014-10-01
2255,2014-12-17,2014-12-18,2014-10-01
2256,2014-12-18,2014-12-19,2014-10-01
2257,2014-12-19,2014-12-22,2014-10-01
2258,2014-12-22,2014-12-23,2014-10-01
2259,2014-12-23,2014-12-24,2014-10-01
2260,2014-12-24,2014-12-26,2014-10-01
2261,2014-12-26,2014-12-29,2014-10-01
2262,2014-12-29,2014-12-30,2014-10-01
2263,2014-12-30,2014-12-31,2014-10-01
2264,2014-12-31,2015-01-02,2014-10-01
2265,2015-01-02,2015-01-05,2015-01-01
2266,2015-01-05,2015-01-06,2015-01-01
2267,2015-01-06,2015-01-07,2015-01-01
2268,2015-01-07,2015-01-08,2015-01-01
2269,2015-01-08,2015-01-09,2015-01-01
2270,2015-01-09,2015-01-12,2015-01-01
2271,2015-01-12,2015-01-13,2015-01-01
2272,2015-01-13,2015-01-14,2015-01-01
2273,2015-01-14,2015-01-15,2015-01-01
2274,2015-01-15,2015-01-16,2015-01-01
2275,2015-01-16,2015-01-20,2015-01-01
2276,2015-01-20,2015-01-21,2015-01-01
2277,2015-01-21,2015-01-22,2015-01-01
2278,2015-01-22,2015-01-23,2015-01-01
2279,2015-01-23,2015-01-26,2015-01-01
2280,2015-01-26,2015-01-27,2015-01-01
2281,2015-01-27,2015-01-28,2015-01-01
2282,2015-01-28,2015-01-29,2015-01-01
2283,2015-01-29,2015-01-30,2015-01-01
2284,2015-01-30,2015-02-02,2015-01-01
2285,2015-02-02,2015-02-03,2015-01-01
2286,2015-02-03,2015-02-04,2015-01-01
2287,2015-02-04,2015-02-05,2015-01-01
2288,2015-02-05,2015-02-06,2015-01-01
2289,2015-02-06,2015-02-09,2015-01-01
2290,2015-02-09,2015-02-10,2015-01-01
2291,2015-02-10,2015-02-11,2015-01-01
2292,2015-02-11,2015-02-12,2015-01-01
2293,2015-02-12,2015-02-13,2015-01-01
2294,2015-02-13,2015-02-17,2015-01-01
2295,2015-02-17,2015-02-18,2015-01-01
2296,2015-02-18,2015-02-19,2015-01-01
2297,2015-02-19,2015-02-20,2015-01-01
2298,2015-02-20,2015-02-23,2015-01-01
2299,2015-02-23,2015-02-24,2015-01-01
2300,2015-02-24,2015-02-25,2015-01-01
2301,2015-02-25,2015-02-26,2015-01-01
2302,2015-02-26,2015-02-27,2015-01-01
2303,2015-02-27,2015-03-02,2015-01-01
2304,2015-03-02,2015-03-03,2015-01-01
2305,2015-03-03,2015-03-04,2015-01-01
2306,2015-03-04,2015-03-05,2015-01-01
2307,2015-03-05,2015-03-06,2015-01-01
2308,2015-03-06,2015-03-09,2015-01-01
2309,2015-03-09,2015-03-10,2015-01-01
2310,2015-03-10,2015-03-11,2015-01-01
2311,2015-03-11,2015-03-12,2015-01-01
2312,2015-03-12,2015-03-13,2015-01-01
2313,2015-03-13,2015-03-16,2015-01-01
2314,2015-03-16,2015-03-17,2015-01-01
2315,2015-03-17,2015-03-18,2015-01-01
2316,2015-03-18,2015-03-19,2015-01-01
2317,2015-03-19,2015-03-20,2015-01-01
2318,2015-03-20,2015-03-23,2015-01-01
2319,2015-03-23,2015-03-24,2015-01-01
2320,2015-03-24,2015-03-25,2015-01-01
2321,2015-03-25,2015-03-26,2015-01-01
2322,2015-03-26,2015-03-27,2015-01-01
2323,2015-03-27,2015-03-30,2015-01-01
2324,2015-03-30,2015-03-31,2015-01-01
2325,2015-03-31,2015-04-01,2015-01-01
2326,2015-04-01,2015-04-02,2015-04-01
2327,2015-04-02,2015-04-06,2015-04-01
2328,2015-04-06,2015-04-07,2015-04-01
2329,2015-04-07,2015-04-08,2015-04-01
2330,2015-04-08,2015-04-09,2015-04-01
2331,2015-04-09,2015-04-10,2015-04-01
2332,2015-04-10,2015-04-13,2015-04-01
2333,2015-04-13,2015-04-14,2015-04-01
2334,2015-04-14,2015-04-15,2015-04-01
2335,2015-04-15,2015-04-16,2015-04-01
2336,2015-04-16,2015-04-17,2015-04-01
2337,2015-04-17,2015-04-20,2015-04-01
2338,2015-04-20,2015-04-21,2015-04-01
2339,2015-04-21,2015-04-22,2015-04-01
2340,2015-04-22,2015-04-23,2015-04-01
2341,2015-04-23,2015-04-24,2015-04-01
2342,2015-04-24,2015-04-27,2015-04-01
2343,2015-04-27,2015-04-28,2015-04-01
2344,2015-04-28,2015-04-29,2015-04-01
2345,2015-04-29,2015-04-30,2015-04-01
2346,2015-04-30,2015-05-01,2015-04-01
2347,2015-05-01,2015-05-04,2015-04-01
2348,2015-05-04,2015-05-05,2015-04-01
2349,2015-05-05,2015-05-06,2015-04-01
2350,2015-05-06,2015-05-07,2015-04-01
2351,2015-05-07,2015-05-08,2015-04-01
2352,2015-05-08,2015-05-11,2015-04-01
2353,2015-05-11,2015-05-12,2015-04-01
2354,2015-05-12,2015-05-13,2015-04-01
2355,2015-05-13,2015-05-14,2015-04-01
2356,2015-05-14,2015-05-15,2015-04-01
2357,2015-05-15,2015-05-18,2015-04-01
2358,2015-05-18,2015-05-19,2015-04-01
2359,2015-05-19,2015-05-20,2015-04-01
2360,2015-05-20,2015-05-21,2015-04-01
2361,2015-05-21,2015-05-22,2015-04-01
2362,2015-05-22,2015-05-26,2015-04-01
2363,2015-05-26,2015-05-27,2015-04-01
2364,2015-05-27,2015-05-28,2015-04-01
2365,2015-05-28,2015-05-29,2015-04-01
2366,2015-05-29,2015-06-01,2015-04-01
2367,2015-06-01,2015-06-02,2015-04-01
2368,2015-06-02,2015-06-03,2015-04-01
2369,2015-06-03,2015-06-04,2015-04-01
